16	0.001090
32	0.001255
64	0.001455
128	0.001909
256	0.002366
512	0.003432
1024	0.767823
2048	0.282021
4096	0.195151
8192	0.373792
16384	2.248414
32768	3.419278
65536	1.998531
131072	1.475526
262144	2.943136
524288	5.918780
1048576	7.630559
2097152	20.067514
4194304	41.271010
8388608	79.554180
16777216	158.045042
33554432	313.218845
67108864	639.901529
134217728	1312.490608
268435456	2563.033178
536870912	6105.357750
