16	0.000104
32	0.000180
64	0.000329
128	0.000628
256	0.001220
512	0.002409
1024	0.005105
2048	0.010861
4096	0.023431
8192	0.069545
16384	0.103064
32768	0.207314
65536	0.441691
131072	1.123849
