16	0.000096
32	0.000265
64	0.000412
128	0.000719
256	0.001305
512	0.002482
1024	0.005201
2048	0.010969
4096	0.023753
8192	0.049675
16384	0.103136
32768	0.222763
65536	0.506484
131072	1.181134
